瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C)
710,唱林,2007-02-15,2.7,-1,8.7
710,唱林,2007-02-16,5.3,-1,12.4
710,唱林,2007-02-17,6.3,4.7,8.1
710,唱林,2007-02-18,6.8,1.4,14.5
710,唱林,2007-02-19,3.8,-3.4,13
710,唱林,2007-02-20,4.9,-3,16
710,唱林,2007-02-21,6,-2.3,17.5
710,唱林,2007-02-22,7.3,0,16.3
710,唱林,2007-02-23,6,.6,10.8
710,唱林,2007-02-24,5.8,-1.1,14.2
710,唱林,2007-02-25,8.5,4.8,14.4
710,唱林,2007-02-26,7.5,.5,16.3
710,唱林,2007-02-27,7.3,-.4,16.6
710,唱林,2007-02-28,8.2,.4,17.3
710,唱林,2007-03-01,9.8,1.3,16.7
710,唱林,2007-03-02,12.5,10,16
710,唱林,2007-03-03,14,11.1,18
710,唱林,2007-03-04,13.9,7.5,18.2
710,唱林,2007-03-05,1.4,-1.3,7.5
710,唱林,2007-03-06,-.7,-3,2.3
710,唱林,2007-03-07,.5,-2.3,4.9
710,唱林,2007-03-08,3.3,-1.7,9.2
710,唱林,2007-03-09,4.6,-2.3,12.8
710,唱林,2007-03-12,5,-2.1,11.9
710,唱林,2007-03-13,6.2,.1,13.4
710,唱林,2007-03-14,7.9,2,14.4
710,唱林,2007-03-15,8.5,5.4,14.9
710,唱林,2007-03-16,8.2,4.3,15.5
710,唱林,2007-03-17,7.2,0,14.8
710,唱林,2007-03-18,7.6,2,14.8
710,唱林,2007-03-19,5.4,0,13.8
710,唱林,2007-03-20,6.4,-.4,14.6
710,唱林,2007-03-21,7.1,-.4,17
710,唱林,2007-03-22,8.8,.8,18.4
710,唱林,2007-03-23,11.3,.9,22.4
710,唱林,2007-03-24,11.5,8.9,14.4
710,唱林,2007-03-25,10.6,5.7,18.1
710,唱林,2007-03-26,11.6,1.4,21.6
710,唱林,2007-03-27,13,6.7,18.9
710,唱林,2007-03-28,12.2,5.4,20
710,唱林,2007-03-29,13.8,8.7,23.1
710,唱林,2007-03-30,13.4,8.1,20.8
710,唱林,2007-03-31,12.8,8.5,16.6
710,唱林,2007-04-01,9.5,7.1,13.2
710,唱林,2007-04-02,7.8,3.7,12.4
710,唱林,2007-04-03,7.2,3.4,11.8
710,唱林,2007-04-04,6.8,2.4,11.8
710,唱林,2007-04-05,8.8,-.6,18.3
710,唱林,2007-04-06,10.9,5.3,19.2
710,唱林,2007-04-07,9.4,2.2,19.5
710,唱林,2007-04-08,10.2,4.9,18
710,唱林,2007-04-09,9.4,-.1,19.3
710,唱林,2007-04-10,11.3,2.7,21.9
710,唱林,2007-04-11,12.4,3.4,22.6
710,唱林,2007-04-12,14.5,5.8,23.9
710,唱林,2007-04-13,12,5.7,17.7
710,唱林,2007-04-14,10.5,1.5,20.7
710,唱林,2007-04-15,12,4.2,21.4
710,唱林,2007-04-16,9.6,6.4,12.7
710,唱林,2007-04-17,9.2,3.6,14.7
710,唱林,2007-04-18,11,5.9,19.2
710,唱林,2007-04-19,11.8,1.7,21.4
710,唱林,2007-04-20,16.1,6.9,21.6
710,唱林,2007-04-21,19.2,14.9,22.5
710,唱林,2007-04-22,15,10.1,20.5
710,唱林,2007-04-23,14.1,7.9,22.6
710,唱林,2007-04-24,12.7,7.6,18.9
710,唱林,2007-04-25,14.4,7.3,21.5
710,唱林,2007-04-26,15.7,6.4,25.6
710,唱林,2007-04-27,16,9.7,25.8
710,唱林,2007-04-28,13.6,5.3,24.7
710,唱林,2007-04-29,15,3.3,26.4
710,唱林,2007-04-30,14.4,9,20.8
710,唱林,2007-05-01,13.9,11.9,16.1
710,唱林,2007-05-02,15.8,9.8,23.4
710,唱林,2007-05-03,16.1,9.1,24.2
710,唱林,2007-05-04,20.2,13.9,28.2
710,唱林,2007-05-05,19.5,10.8,29.8
710,唱林,2007-05-06,17.4,14.3,22.5
710,唱林,2007-05-07,18.6,10.5,28
710,唱林,2007-05-08,18.7,10.7,28
710,唱林,2007-05-09,15.9,7.5,25.1
710,唱林,2007-05-10,16.5,10.3,24.2
710,唱林,2007-05-11,17.9,8.2,28.1
710,唱林,2007-05-12,16,13.7,18.2
710,唱林,2007-05-13,17.3,8.5,25.7
710,唱林,2007-05-14,18.5,10.4,26.3
710,唱林,2007-05-15,20.5,14.3,28.3
710,唱林,2007-05-16,17.4,15.3,21.6
710,唱林,2007-05-17,19.5,14.2,24.8
710,唱林,2007-05-18,17.1,13.2,21.5
710,唱林,2007-05-19,17.5,12.1,25.6
710,唱林,2007-05-20,17.8,9.5,26.6
710,唱林,2007-05-21,17.8,10.3,25.7
710,唱林,2007-05-22,19.8,10.2,29.7
710,唱林,2007-05-23,20.9,13.3,27.2
710,唱林,2007-05-24,21.6,19.5,25.7
710,唱林,2007-05-25,21.4,17.5,27.4
710,唱林,2007-05-26,22,14.9,30.3
710,唱林,2007-05-27,22.8,16.5,30.6
710,唱林,2007-05-28,21.5,15.7,27.6
710,唱林,2007-05-29,21.2,16.4,28.5
710,唱林,2007-05-30,19.5,15.1,25.5
710,唱林,2007-05-31,20.9,13.1,29.5
710,唱林,2007-06-01,19.2,17.3,21.4
710,唱林,2007-06-02,20.2,17.5,23.1
710,唱林,2007-06-03,22.1,16.4,28.1
710,唱林,2007-06-04,22.8,16.6,29.4
710,唱林,2007-06-05,23.6,18.3,30.1
710,唱林,2007-06-06,22.9,19.1,28.9
710,唱林,2007-06-07,22.6,17.7,30.2
710,唱林,2007-06-08,22.4,17.6,29.4
710,唱林,2007-06-09,22.4,17.6,30
710,唱林,2007-06-10,21.4,14.6,29.6
710,唱林,2007-06-11,22.9,15.8,29.9
710,唱林,2007-06-12,24.3,17.7,31
710,唱林,2007-06-13,21.5,18.8,27.2
710,唱林,2007-06-14,20.4,18.2,22.6
710,唱林,2007-06-15,21.8,19.1,26.3
710,唱林,2007-06-16,24.1,17.7,31.8
710,唱林,2007-06-17,22.6,17.4,28.7
710,唱林,2007-06-18,24.6,19.6,31
710,唱林,2007-06-19,24.8,18.2,33.5
710,唱林,2007-06-20,25.5,20.4,30.9
710,唱林,2007-06-21,25,23,28.2
710,唱林,2007-06-22,22.7,21.7,23.9
710,唱林,2007-06-23,22.4,20.9,25.1
710,唱林,2007-06-24,22.8,21.5,24.2
710,唱林,2007-06-25,22.7,20.4,24.4
710,唱林,2007-06-26,25.2,21.8,30.8
710,唱林,2007-06-27,26.2,21.2,31.3
710,唱林,2007-06-28,26,24.3,28.2
710,唱林,2007-06-29,25.7,21.9,30.7
710,唱林,2007-06-30,25.4,20.4,33.2
710,唱林,2007-07-01,22.1,21.3,24
710,唱林,2007-07-02,24.8,22.1,29.9
710,唱林,2007-07-03,23.8,21.6,26.8
710,唱林,2007-07-04,23.7,20.6,29.6
710,唱林,2007-07-05,24,21,28
710,唱林,2007-07-06,23,21,25.2
710,唱林,2007-07-07,25.5,21.6,31.1
710,唱林,2007-07-08,24.9,21.8,28.7
710,唱林,2007-07-09,22.9,21.5,23.6
710,唱林,2007-07-10,23.2,21.9,25
710,唱林,2007-07-11,24.6,20.9,27.9
710,唱林,2007-07-12,26.2,20.6,32.3
710,唱林,2007-07-13,24.9,22.3,31.1
710,唱林,2007-07-14,26.2,22.1,31.1
710,唱林,2007-07-15,25.4,21.5,30.2
710,唱林,2007-07-16,22.4,21.1,25.1
710,唱林,2007-07-17,24.2,20.8,28.3
710,唱林,2007-07-18,26.1,19.1,33.1
710,唱林,2007-07-19,27,24.8,31.3
710,唱林,2007-07-20,24.9,23.4,28.3
710,唱林,2007-07-21,23.9,21.8,28.4
710,唱林,2007-07-22,24.6,19.5,30.6
710,唱林,2007-07-23,26,21.4,31.8
710,唱林,2007-07-24,27.7,23.2,33.2
710,唱林,2007-07-25,29,26.1,32.7
710,唱林,2007-07-26,29.7,26.1,34.9
710,唱林,2007-07-27,28.8,25.4,33.5
710,唱林,2007-07-28,29.3,25.7,34.6
710,唱林,2007-07-29,28.6,24.4,34.1
710,唱林,2007-07-30,27.9,23.9,32.9
710,唱林,2007-07-31,27.9,23.6,33.5
710,唱林,2007-08-01,29.1,24.6,34.3
710,唱林,2007-08-02,29.7,25.3,35.2
710,唱林,2007-08-03,29.9,25.6,35.8
710,唱林,2007-08-04,29.4,25.5,34.4
710,唱林,2007-08-05,24.4,22.9,26.9
710,唱林,2007-08-06,24.4,22.6,26.4
710,唱林,2007-08-07,27.8,23.7,32
710,唱林,2007-08-08,28.9,26.1,33.4
710,唱林,2007-08-09,29.3,26.2,33.5
710,唱林,2007-08-10,29.4,25.2,33.8
710,唱林,2007-08-11,29.4,26.8,32.4
710,唱林,2007-08-12,27.2,25.3,30.6
710,唱林,2007-08-13,27.2,25.4,29.3
710,唱林,2007-08-14,26.5,23.7,29
710,唱林,2007-08-15,27.5,23.6,32.3
710,唱林,2007-08-16,29,,
710,唱林,2007-08-17,28.1,23.7,34.9
710,唱林,2007-08-18,27.6,23.6,34.1
710,唱林,2007-08-19,27.2,22.1,34
710,唱林,2007-08-20,27.6,23.3,34.3
710,唱林,2007-08-21,28.4,24,34.2
710,唱林,2007-08-22,27.7,24.7,32.9
710,唱林,2007-08-23,28.6,24,34.6
710,唱林,2007-08-24,28.8,23.9,35.2
710,唱林,2007-08-25,27.9,22.9,35.8
710,唱林,2007-08-26,28.9,24,34.9
710,唱林,2007-08-27,29.1,25,34.9
710,唱林,2007-08-28,27.1,25.3,30.6
710,唱林,2007-08-29,25.7,24,28.3
710,唱林,2007-08-30,24,22.4,26.4
710,唱林,2007-08-31,23.7,21.8,26.3
710,唱林,2007-09-01,19.8,18.7,22
710,唱林,2007-09-02,21.2,18.8,23.8
710,唱林,2007-09-03,23.8,20.6,28.8
710,唱林,2007-09-04,21.2,19.8,23.3
710,唱林,2007-09-05,19.8,19.1,20.7
710,唱林,2007-09-06,19.8,19.5,20.4
710,唱林,2007-09-07,20.7,18,24.1
710,唱林,2007-09-08,21.5,16.8,28.2
710,唱林,2007-09-09,22.6,17.6,29.6
710,唱林,2007-09-10,22.5,17.1,30.9
710,唱林,2007-09-11,22.4,16.5,30.6
710,唱林,2007-09-12,22.7,17,30.3
710,唱林,2007-09-13,22.7,18.8,29.7
710,唱林,2007-09-14,22.8,19.3,25.8
710,唱林,2007-09-15,22.8,20.8,24.9
710,唱林,2007-09-16,21.4,20.2,22.5
710,唱林,2007-09-17,24.1,18.7,31.4
710,唱林,2007-09-18,25,21.4,29.5
710,唱林,2007-09-19,27.9,24.2,31
710,唱林,2007-09-20,27.6,24.6,31.9
710,唱林,2007-09-21,24.2,21,29.4
710,唱林,2007-09-22,23.7,20.1,29.2
710,唱林,2007-09-23,20.7,20.1,22
710,唱林,2007-09-24,21.5,19.9,24.8
710,唱林,2007-09-25,23.5,18.9,29.8
710,唱林,2007-09-26,23.8,18.8,29.3
710,唱林,2007-09-27,23.7,18.5,30.5
710,唱林,2007-09-28,19.6,15.2,22.3
710,唱林,2007-09-29,19.6,13.9,26.1
710,唱林,2007-09-30,19.7,17.9,24.4
710,唱林,2007-10-01,19.6,16,25.9
710,唱林,2007-10-02,19.8,14.2,27.9
710,唱林,2007-10-03,21.2,15.3,28.3
710,唱林,2007-10-04,20.8,17.2,27.9
710,唱林,2007-10-05,22.2,16,28.8
710,唱林,2007-10-06,20.8,14.8,27.6
710,唱林,2007-10-07,17.9,14.5,20.2
710,唱林,2007-10-08,17.1,14.4,21.4
710,唱林,2007-10-09,15.7,11.2,22
710,唱林,2007-10-10,16.7,8.9,26.6
710,唱林,2007-10-11,15.9,11,23.3
710,唱林,2007-10-12,16.8,14.1,20
710,唱林,2007-10-13,14.9,10.3,21.4
710,唱林,2007-10-14,14.6,9.1,22.6
710,唱林,2007-10-15,14.2,7.4,23
710,唱林,2007-10-16,13.2,6.5,21.6
710,唱林,2007-10-17,12.9,5.4,21.8
710,唱林,2007-10-18,13.1,4.7,21.6
710,唱林,2007-10-19,12.3,8.3,18.3
710,唱林,2007-10-20,9.6,3.9,14.5
710,唱林,2007-10-21,10.1,2.7,20.3
710,唱林,2007-10-22,12.1,4.6,22
710,唱林,2007-10-23,13.2,6.1,23.4
710,唱林,2007-10-24,15.4,6.8,25.1
710,唱林,2007-10-25,16.6,11.1,22.2
710,唱林,2007-10-26,16.7,11.5,21.6
710,唱林,2007-10-27,14.1,9.4,22.8
710,唱林,2007-10-28,14.7,7.4,22.8
710,唱林,2007-10-29,12.2,9.4,16.5
710,唱林,2007-10-30,11.5,5.8,18.1
710,唱林,2007-10-31,11,4.7,16.9
710,唱林,2007-11-01,11.8,8.6,15.5
710,唱林,2007-11-02,9.8,3.7,16.1
710,唱林,2007-11-03,8.8,1.5,17.8
710,唱林,2007-11-04,9.5,2.2,18
710,唱林,2007-11-05,9.9,5.9,14.6
710,唱林,2007-11-06,11.1,6.1,19.2
710,唱林,2007-11-07,10.2,3,21.2
710,唱林,2007-11-08,10.9,4.1,22.1
710,唱林,2007-11-09,11.7,4.3,21.9
710,唱林,2007-11-10,9.5,4.9,15
710,唱林,2007-11-11,10.2,7,15.6
710,唱林,2007-11-12,8.6,3,16.4
710,唱林,2007-11-13,7.8,1.7,17.4
710,唱林,2007-11-14,8.3,1.8,18.1
710,唱林,2007-11-15,8.4,3.7,15.5
710,唱林,2007-11-16,6.8,.3,13.6
710,唱林,2007-11-17,5.7,-1.8,14.6
710,唱林,2007-11-18,4.4,.5,9
710,唱林,2007-11-19,2.5,-4.2,9.7
710,唱林,2007-11-20,4.7,-1,10.5
710,唱林,2007-11-21,3.6,-2.8,13.5
710,唱林,2007-11-22,3.6,-3.6,12
710,唱林,2007-11-23,6.8,.5,16.1
710,唱林,2007-11-24,6.2,0,15.4
710,唱林,2007-11-25,4.1,-2.8,15.3
710,唱林,2007-11-26,6.2,-.3,14.2
710,唱林,2007-11-27,4.4,-.8,9.9
710,唱林,2007-11-28,2.3,-5.2,12.5
710,唱林,2007-11-29,4,-4.3,15
710,唱林,2007-11-30,2.5,-2.4,9.5
710,唱林,2007-12-01,2.2,-4.6,11.4
710,唱林,2007-12-02,3.8,-.3,5.8
710,唱林,2007-12-03,4.5,0,8.8
710,唱林,2007-12-04,1.8,.1,5.3
710,唱林,2007-12-05,1.5,-3.2,6.8
710,唱林,2007-12-06,1,-4.8,4.8
710,唱林,2007-12-07,5.6,2.4,9.7
710,唱林,2007-12-08,3.9,-1.4,9.8
710,唱林,2007-12-09,3.2,-1.6,10.9
710,唱林,2007-12-10,4.7,-3.3,10.2
710,唱林,2007-12-11,8.8,7,13.2
710,唱林,2007-12-12,6.7,4.4,11
710,唱林,2007-12-13,4.9,1.5,9.1
710,唱林,2007-12-14,2.9,-1.6,7.1
710,唱林,2007-12-15,2.7,-2.9,10.8
710,唱林,2007-12-16,1.6,-2.3,8.3
710,唱林,2007-12-17,1.9,-3,9.4
710,唱林,2007-12-18,1,-5.5,8.7
710,唱林,2007-12-19,1.2,-3.8,10
710,唱林,2007-12-20,2.3,-3.2,11.2
710,唱林,2007-12-21,3.5,-1.5,6.1
710,唱林,2007-12-22,6.4,2.3,12.6
710,唱林,2007-12-23,2.8,-1.7,10.4
710,唱林,2007-12-24,2.3,-2.5,9.8
710,唱林,2007-12-25,5.3,.4,13.4
710,唱林,2007-12-26,6.3,-1.9,16.8
710,唱林,2007-12-27,6.1,-.8,11.3
710,唱林,2007-12-28,7.8,5.6,10.1
710,唱林,2007-12-29,3.5,-.2,6.6
710,唱林,2007-12-30,-1.1,-2.4,1.7
710,唱林,2007-12-31,-1.5,-3.6,2.1
710,唱林,2008-01-01,-1.7,-3.8,1.2
710,唱林,2008-01-02,-.5,-3.5,4.3
710,唱林,2008-01-03,0,-3.4,6.1
710,唱林,2008-01-04,-.9,-7.1,6.4
710,唱林,2008-01-05,.1,-5.1,7.4
710,唱林,2008-01-06,1,-4.2,8.6
710,唱林,2008-01-07,2.7,-2.4,10.3
710,唱林,2008-01-08,1.9,-1.7,7.5
710,唱林,2008-01-09,2.6,-3.9,12.2
710,唱林,2008-01-10,3.8,-2.4,10.7
710,唱林,2008-01-11,5.4,3.9,8.1
710,唱林,2008-01-12,3.4,1.7,4.6
710,唱林,2008-01-13,-.4,-2,3.1
710,唱林,2008-01-14,-.2,-3.7,5.3
710,唱林,2008-01-15,-.7,-4.8,5.4
710,唱林,2008-01-16,-2,-5,1.8
710,唱林,2008-01-17,-4.1,-9.8,2
710,唱林,2008-01-18,-2.4,-7.1,3.7
710,唱林,2008-01-19,-.4,-4.6,3.7
710,唱林,2008-01-20,1.8,-.1,5.3
710,唱林,2008-01-21,2.1,.6,4
710,唱林,2008-01-22,2,1.4,2.9
710,唱林,2008-01-23,.5,-2.3,3.5
710,唱林,2008-01-24,-2.9,-5.6,1.1
710,唱林,2008-01-25,-2,-4.6,1.8
710,唱林,2008-01-26,-1.2,-3.6,3.8
710,唱林,2008-01-27,-1.1,-6.7,6.9
710,唱林,2008-01-28,-.9,-3,1
710,唱林,2008-01-29,.9,-1.7,6.6
710,唱林,2008-01-30,.4,-2.8,3.4
710,唱林,2008-01-31,-2,-6.1,3
710,唱林,2008-02-01,-1.9,-8.3,5.4
710,唱林,2008-02-02,0,-2.7,5.9
710,唱林,2008-02-03,-.3,-3.7,5.4
710,唱林,2008-02-04,0,-4.2,4.9
710,唱林,2008-02-05,-1,-4.2,3.6
710,唱林,2008-02-06,-1,-3.8,3.9
710,唱林,2008-02-07,-1.7,-5.5,4.4
710,唱林,2008-02-08,-1.3,-7.4,6.5
710,唱林,2008-02-09,-2.6,-6.5,3
710,唱林,2008-02-10,.2,-7.4,9
710,唱林,2008-02-11,1.2,-3.9,8.1
710,唱林,2008-02-12,-2.6,-5.1,.5
710,唱林,2008-02-13,-4.1,-9.2,1.8
710,唱林,2008-02-14,-2,-8.2,6
710,唱林,2008-02-15,-1.5,-6.3,4.3
710,唱林,2008-02-16,-1.2,-8.6,5.7
710,唱林,2008-02-17,-1.3,-5.4,5.2
710,唱林,2008-02-18,-2.1,-9.3,7.8
710,唱林,2008-02-19,-.8,-8.9,8.1
710,唱林,2008-02-20,1.6,-6.1,12.1
710,唱林,2008-02-21,1.7,-7.3,13
710,唱林,2008-02-22,5,-3.5,14.5
710,唱林,2008-02-23,-.2,-4.1,5.8
710,唱林,2008-02-24,-1,-8.1,7.3
710,唱林,2008-02-25,1,-4.7,7
710,唱林,2008-02-26,1.1,-.6,4.2
710,唱林,2008-02-27,2.4,-3.4,9.2
710,唱林,2008-02-28,1.9,-6.1,11.4
710,唱林,2008-02-29,4,-4.1,13.7
710,唱林,2008-03-01,4,-2.7,11.3
710,唱林,2008-03-02,6.2,-3,14.7
710,唱林,2008-03-03,3.4,-2.5,7.6
710,唱林,2008-03-04,.7,-4.9,8
710,唱林,2008-03-05,1.5,-5.9,11.1
710,唱林,2008-03-06,1.9,-5.6,10.5
710,唱林,2008-03-07,2.1,-4.7,10.3
710,唱林,2008-03-08,3.2,-6.8,14.1
710,唱林,2008-03-09,4.2,-1.2,9.8
710,唱林,2008-03-10,5.5,-2.5,15.2
710,唱林,2008-03-11,8,-.8,18
710,唱林,2008-03-12,10,.5,20.4
710,唱林,2008-03-13,11.3,4.7,18.1
710,唱林,2008-03-14,7.7,.8,16.6
710,唱林,2008-03-15,9,-1.2,18.4
710,唱林,2008-03-16,8.9,3.1,16.8
710,唱林,2008-03-17,8.7,-1.8,20.5
710,唱林,2008-03-18,9.7,.4,17.5
710,唱林,2008-03-19,9.8,3.4,18.5
710,唱林,2008-03-20,9,.4,19.8
710,唱林,2008-03-21,9.8,0,20.7
710,唱林,2008-03-22,10.4,3.6,15.9
710,唱林,2008-03-23,8.7,6.6,10.8
710,唱林,2008-03-24,10,4.2,16.5
710,唱林,2008-03-25,5.9,.8,12.7
710,唱林,2008-03-26,6.2,-.2,12.9
710,唱林,2008-03-27,6.2,1,13
710,唱林,2008-03-28,6.2,-1.6,13.8
710,唱林,2008-03-29,8,3.2,13.4
710,唱林,2008-03-30,7.6,4.2,13.3
710,唱林,2008-03-31,7.3,4.2,11.8
710,唱林,2008-04-01,7.8,-.8,16.5
710,唱林,2008-04-02,9.1,3.1,17
710,唱林,2008-04-03,9.1,.7,17.9
710,唱林,2008-04-04,10.1,1,20
710,唱林,2008-04-05,12.7,4.9,23.4
710,唱林,2008-04-06,13.3,4.4,22.9
710,唱林,2008-04-07,11.1,7.1,17.2
710,唱林,2008-04-08,13.5,4.9,22.5
710,唱林,2008-04-09,12,10.1,14.6
710,唱林,2008-04-10,12.8,8.5,19.9
710,唱林,2008-04-11,13.2,5.5,24.5
710,唱林,2008-04-12,13.6,5.6,22.4
710,唱林,2008-04-13,12.7,8,19.3
710,唱林,2008-04-14,12.2,4.7,22.5
710,唱林,2008-04-15,14.5,4.8,24.6
710,唱林,2008-04-16,13.9,11.3,17.1
710,唱林,2008-04-17,16.3,11.9,23.6
710,唱林,2008-04-18,16.4,7.9,25.8
710,唱林,2008-04-19,16.1,6.6,27.3
710,唱林,2008-04-20,16.7,9.1,24.1
710,唱林,2008-04-21,18.6,14.7,22.8
710,唱林,2008-04-22,18,13,26.2
710,唱林,2008-04-23,11.7,7.2,17
710,唱林,2008-04-24,10.3,4.5,17.2
710,唱林,2008-04-25,12.5,2.1,21.5
710,唱林,2008-04-26,9.7,4.6,13.2
710,唱林,2008-04-27,8.5,1.5,14.4
710,唱林,2008-04-28,14.4,6.1,23.3
710,唱林,2008-04-29,17,8,26.8
710,唱林,2008-04-30,19.1,12.6,27.9
710,唱林,2008-05-01,19.3,11.7,27.9
710,唱林,2008-05-02,20.3,12,30.2
710,唱林,2008-05-03,19.8,10.2,31.3
710,唱林,2008-05-04,16.1,12,22.7
710,唱林,2008-05-05,15.1,7.7,22
710,唱林,2008-05-06,15,4.6,26.5
710,唱林,2008-05-07,16.9,6.9,27.2
710,唱林,2008-05-08,17.6,10,25.3
710,唱林,2008-05-09,18,13.4,23.2
710,唱林,2008-05-10,16.7,10.6,23.6
710,唱林,2008-05-11,14.5,5.9,23.5
710,唱林,2008-05-12,13.7,6.4,20.9
710,唱林,2008-05-13,11.5,7.8,17.7
710,唱林,2008-05-14,12.9,7.8,19.6
710,唱林,2008-05-15,13.6,5.3,22.6
710,唱林,2008-05-16,14.6,8,22.1
710,唱林,2008-05-17,16.1,8.3,24.7
710,唱林,2008-05-18,17.7,10.7,23
710,唱林,2008-05-19,15,9,22.7
710,唱林,2008-05-20,14.7,7.7,22.5
710,唱林,2008-05-21,18.1,8.6,27.7
710,唱林,2008-05-22,20.1,12,27.6
710,唱林,2008-05-23,19.6,14.5,25.3
710,唱林,2008-05-24,19.3,16.7,23.4
710,唱林,2008-05-25,20.5,14.1,29
710,唱林,2008-05-26,20.3,14.3,30.9
710,唱林,2008-05-27,21.8,13.6,31.2
710,唱林,2008-05-28,19.6,18.3,21.6
710,唱林,2008-05-29,21.3,18.1,27.2
710,唱林,2008-05-30,17.6,12.2,20.8
710,唱林,2008-05-31,17.2,8.3,26.3
710,唱林,2008-06-01,19.4,11.4,26.5
710,唱林,2008-06-02,20.6,14.3,26.6
710,唱林,2008-06-03,20.3,14,24.9
710,唱林,2008-06-04,18.7,16.2,21.6
710,唱林,2008-06-05,17.4,16.1,20.7
710,唱林,2008-06-06,18.6,15,24.5
710,唱林,2008-06-07,19.9,14.9,25.9
710,唱林,2008-06-08,20.3,15.5,27.1
710,唱林,2008-06-09,22.3,18.1,28.7
710,唱林,2008-06-10,23.2,18.1,29.2
710,唱林,2008-06-11,22.2,17.8,27.3
710,唱林,2008-06-12,21.7,14.2,30.6
710,唱林,2008-06-13,22.8,16.2,31.7
710,唱林,2008-06-14,22.2,17.9,25.7
710,唱林,2008-06-15,21.8,16.8,27.4
710,唱林,2008-06-16,21,14.4,26.8
710,唱林,2008-06-17,21.6,19.6,24.9
710,唱林,2008-06-18,22,19.7,25
710,唱林,2008-06-19,22.7,,
710,唱林,2008-06-20,23.6,21,28
710,唱林,2008-06-21,22.6,21.7,25.5
710,唱林,2008-06-22,24.9,20.9,30.5
710,唱林,2008-06-23,22.1,18.8,25.7
710,唱林,2008-06-24,21.5,18.3,25.6
710,唱林,2008-06-25,22.5,19.2,26.7
710,唱林,2008-06-26,22.7,19.1,28.6
710,唱林,2008-06-27,23.4,18,29.5
710,唱林,2008-06-28,19,17.9,22.7
710,唱林,2008-06-29,21,19,23.8
710,唱林,2008-06-30,22.4,19.4,27.5
710,唱林,2008-07-01,20.6,18.6,23.1
710,唱林,2008-07-02,21.8,20.1,24.9
710,唱林,2008-07-03,23.3,20.9,27.3
710,唱林,2008-07-04,25.1,21.4,28.9
710,唱林,2008-07-05,25,21.1,28.4
710,唱林,2008-07-06,26.8,24.6,30.8
710,唱林,2008-07-07,28.2,24.5,33.3
710,唱林,2008-07-08,28,23.4,34.4
710,唱林,2008-07-09,27.6,22,35.1
710,唱林,2008-07-10,27.7,22,34.4
710,唱林,2008-07-11,26,23.2,29.9
710,唱林,2008-07-12,26.6,23.7,32.6
710,唱林,2008-07-13,27.3,24,31.7
710,唱林,2008-07-14,27.8,25.1,32.7
710,唱林,2008-07-15,28.1,23.6,33.4
710,唱林,2008-07-16,28.1,23.5,33.4
710,唱林,2008-07-17,27.1,24,31.5
710,唱林,2008-07-18,28.9,24.4,33.9
710,唱林,2008-07-19,29.4,25.4,34.1
710,唱林,2008-07-20,26.7,24.8,31.2
710,唱林,2008-07-21,26.3,23.9,29.6
710,唱林,2008-07-22,26.4,23.2,31.2
710,唱林,2008-07-23,27.6,22.6,33.1
710,唱林,2008-07-24,28.3,24.7,33.5
710,唱林,2008-07-25,27.5,25,31.9
710,唱林,2008-07-26,26.2,23.6,29.3
710,唱林,2008-07-27,27.9,22.1,33.5
710,唱林,2008-07-28,28.6,24.4,36.2
710,唱林,2008-07-29,28,24,36.1
710,唱林,2008-07-30,27.2,23.3,33.7
710,唱林,2008-07-31,29.6,24.6,35.7
710,唱林,2008-08-01,29.1,25.4,33.8
710,唱林,2008-08-02,28.1,25.6,31.9
710,唱林,2008-08-03,26.6,23.2,31.6
710,唱林,2008-08-04,26.4,21.7,32.9
710,唱林,2008-08-05,25.8,21.9,31.8
710,唱林,2008-08-06,26.4,20.2,33.7
710,唱林,2008-08-07,27.9,21.7,34.4
710,唱林,2008-08-08,27.9,22.8,35
710,唱林,2008-08-09,27,22.9,33.5
710,唱林,2008-08-10,28.8,23.5,34.7
710,唱林,2008-08-11,28.4,25.3,32.3
710,唱林,2008-08-12,27,24.9,31.1
710,唱林,2008-08-13,28,24.7,33.3
710,唱林,2008-08-14,27.4,23.6,33.8
710,唱林,2008-08-15,26.9,24.3,32.6
710,唱林,2008-08-16,27.4,24.4,32.7
710,唱林,2008-08-17,26.1,23.1,30.2
710,唱林,2008-08-18,26.4,23.4,30.7
710,唱林,2008-08-19,25,20.5,30.2
710,唱林,2008-08-20,23.9,18.9,30.8
710,唱林,2008-08-21,23.9,17.7,30.1
710,唱林,2008-08-22,23.3,20.5,24.7
710,唱林,2008-08-23,22.5,20.3,25.5
710,唱林,2008-08-24,23.9,20,31.5
710,唱林,2008-08-25,23.8,21.1,29
710,唱林,2008-08-26,24.3,19.6,30.1
710,唱林,2008-08-27,23.1,17.5,30.2
710,唱林,2008-08-28,23.9,17.2,31.5
710,唱林,2008-08-29,24.4,19.2,31.2
710,唱林,2008-08-30,25.3,20.8,32.1
710,唱林,2008-08-31,24.9,18.3,30.2
710,唱林,2008-09-01,23.9,21.1,26
710,唱林,2008-09-02,22.9,20.2,27.7
710,唱林,2008-09-03,24,18.2,32.6
710,唱林,2008-09-04,24.3,19.7,30.3
710,唱林,2008-09-05,24.5,20.3,30.5
710,唱林,2008-09-06,22.8,20,27.2
